"","Country","Region","district","Product","date","Open","High","Low","Close","Currency"
"","Somalia","Banadir","Karaan","rice","2020-04-01","14400","14965.85","13834.14","13893.33","SOS"
"","Somalia","Banadir","Karaan","rice","2020-05-01","13758.05","14259.38","13256.71","14071.78","SOS"
"","Somalia","Banadir","Karaan","rice","2020-06-01","14165.83","14677.48","13654.18","14268.24","SOS"
"","Somalia","Banadir","Karaan","rice","2020-07-01","14375.76","14918.91","13832.62","14467","SOS"
"","Somalia","Banadir","Karaan","rice","2020-08-01","14646.72","15212.57","14080.88","14668.28","SOS"
"","Somalia","Banadir","Karaan","rice","2020-09-01","14812.21","15397.22","14227.19","14400","SOS"
"","Somalia","Banadir","Karaan","rice","2020-10-01","14344.71","14885.75","13803.68","14333.33","SOS"
"","Somalia","Banadir","Karaan","rice","2020-11-01","14304.42","14860.11","13748.72","14402.3","SOS"
"","Somalia","Banadir","Karaan","rice","2020-12-01","14444.64","15010.22","13879.06","14423.46","SOS"
"","Somalia","Banadir","Karaan","rice","2021-01-01","14459.75","15032.07","13887.44","14338.91","SOS"
"","Somalia","Banadir","Karaan","rice","2021-02-01","14327.22","14895.68","13758.75","14701.02","SOS"
"","Somalia","Banadir","Karaan","rice","2021-03-01","14910.64","15460.01","14361.26","14841.65","SOS"
"","Somalia","Banadir","Karaan","rice","2021-04-01","14965.48","15530.97","14400","15000","SOS"
"","Somalia","Banadir","Karaan","rice","2021-05-01","15163.15","15740.65","14585.65","15000","SOS"
"","Somalia","Banadir","Karaan","rice","2021-06-01","15039.43","15613.61","14465.25","15050","SOS"
"","Somalia","Banadir","Karaan","rice","2021-07-01","15137.19","15715.84","14558.54","15012.17","SOS"
"","Somalia","Banadir","Karaan","rice","2021-08-01","15006.82","15580.61","14433.04","14974.13","SOS"
"","Somalia","Banadir","Karaan","rice","2021-09-01","15003.06","15575.18","14430.95","14937.57","SOS"
"","Somalia","Banadir","Karaan","rice","2021-10-01","14919.15","15487.47","14350.83","14900","SOS"
"","Somalia","Banadir","Karaan","rice","2021-11-01","14919.39","15484.16","14354.62","14900","SOS"
"","Somalia","Banadir","Karaan","rice","2021-12-01","14905.35","15467.26","14343.45","14900","SOS"
"","Somalia","Banadir","Karaan","rice","2022-01-01","14942.51","15501.02","14383.99","16787.74","SOS"
"","Somalia","Banadir","Karaan","rice","2022-02-01","17902.1","18794.42","17009.78","16903.02","SOS"
"","Somalia","Banadir","Karaan","rice","2022-03-01","17188.18","18025.09","16351.27","17302.26","SOS"
"","Somalia","Banadir","Karaan","rice","2022-04-01","17776.87","18410.46","17143.28","17306.86","SOS"
"","Somalia","Banadir","Karaan","rice","2022-05-01","17317.55","17810.96","16824.15","17551.4","SOS"
"","Somalia","Banadir","Karaan","rice","2022-06-01","17860.39","18157.35","17563.44","17854.76","SOS"
"","Somalia","Banadir","Karaan","rice","2022-07-01","17971.02","18185.41","17756.64","18098.58","SOS"
"","Somalia","Banadir","Karaan","rice","2022-08-01","18414.77","18798.09","18031.45","18340.58","SOS"
"","Somalia","Banadir","Mogadishu","maize","2017-01-01","9246.59","10072.96","8420.21","11460","SOS"
"","Somalia","Banadir","Mogadishu","maize","2017-02-01","13587.98","14370.25","12805.71","10950","SOS"
"","Somalia","Banadir","Mogadishu","maize","2017-03-01","10492.07","11608.31","9375.83","10775","SOS"
"","Somalia","Banadir","Mogadishu","maize","2017-04-01","10789.47","10914.3","10664.63","10775","SOS"
"","Somalia","Banadir","Mogadishu","maize","2017-05-01","10878.66","11765.46","9991.87","11680","SOS"
"","Somalia","Banadir","Mogadishu","maize","2017-06-01","12359.41","13533.73","11185.08","13950","SOS"
"","Somalia","Banadir","Mogadishu","maize","2017-07-01","15552.64","16880.22","14225.06","13560","SOS"
"","Somalia","Banadir","Mogadishu","maize","2017-08-01","13243.97","14460.31","12027.63","12650","SOS"
"","Somalia","Banadir","Mogadishu","maize","2017-09-01","12309.64","13724.87","10894.41","10600","SOS"
"","Somalia","Banadir","Mogadishu","maize","2017-10-01","9784.79","10899.77","8669.81","9820","SOS"
"","Somalia","Banadir","Mogadishu","maize","2017-11-01","9616.05","10827.07","8405.04","7800","SOS"
"","Somalia","Banadir","Mogadishu","maize","2017-12-01","7013.9","7738.48","6289.32","6600","SOS"
"","Somalia","Banadir","Mogadishu","maize","2018-01-01","6188.64","6938.04","5439.24","8000","SOS"
"","Somalia","Banadir","Mogadishu","maize","2018-02-01","9144.13","9666.48","8621.78","8000","SOS"
"","Somalia","Banadir","Mogadishu","maize","2018-03-01","7926","8170.32","7681.67","8000","SOS"
"","Somalia","Banadir","Mogadishu","maize","2018-04-01","8068.27","8722.97","7413.58","8000","SOS"
"","Somalia","Banadir","Mogadishu","maize","2018-05-01","8055.11","8922.74","7187.47","10600","SOS"
"","Somalia","Banadir","Mogadishu","maize","2018-06-01","12684.75","13865.62","11503.89","10125","SOS"
"","Somalia","Banadir","Mogadishu","maize","2018-07-01","9702.57","11014.46","8390.68","8520","SOS"
"","Somalia","Banadir","Mogadishu","maize","2018-08-01","7863.7","8623.13","7104.27","6275","SOS"
"","Somalia","Banadir","Mogadishu","maize","2018-09-01","5474.51","6037.05","4911.96","5475","SOS"
"","Somalia","Banadir","Mogadishu","maize","2018-10-01","5238.42","5456.81","5020.03","5820","SOS"
"","Somalia","Banadir","Mogadishu","maize","2018-11-01","6142.09","6558.02","5726.17","6600","SOS"
"","Somalia","Banadir","Mogadishu","maize","2018-12-01","7141.6","7774.62","6508.58","6600","SOS"
"","Somalia","Banadir","Mogadishu","maize","2019-01-01","6581.8","7305.95","5857.66","6600","SOS"
"","Somalia","Banadir","Mogadishu","maize","2019-02-01","6647.12","7483.83","5810.41","7650","SOS"
"","Somalia","Banadir","Mogadishu","maize","2019-03-01","8426.83","9286.89","7566.77","8150","SOS"
"","Somalia","Banadir","Mogadishu","maize","2019-04-01","8433.9","9480.09","7387.72","8260","SOS"
"","Somalia","Banadir","Mogadishu","maize","2019-05-01","8352.78","9500.2","7205.37","8975","SOS"
"","Somalia","Banadir","Mogadishu","maize","2019-06-01","9497.74","10761.91","8233.57","9300","SOS"
"","Somalia","Banadir","Mogadishu","maize","2019-07-01","9516.91","10887.1","8146.71","8780","SOS"
"","Somalia","Banadir","Mogadishu","maize","2019-08-01","8552.84","9836.97","7268.72","9300","SOS"
"","Somalia","Banadir","Mogadishu","maize","2019-09-01","9742.73","11087.95","8397.5","8325","SOS"
"","Somalia","Banadir","Mogadishu","maize","2019-10-01","7872.39","8930.91","6813.88","8975","SOS"
"","Somalia","Banadir","Mogadishu","maize","2019-11-01","9530.46","10608.88","8452.04","9625","SOS"
"","Somalia","Banadir","Mogadishu","maize","2019-12-01","10060.82","11347.26","8774.39","9040","SOS"
"","Somalia","Banadir","Mogadishu","maize","2020-01-01","8756.97","9933.99","7579.96","8650","SOS"
"","Somalia","Banadir","Mogadishu","maize","2020-02-01","8548.07","9751.35","7344.78","9300","SOS"
"","Somalia","Banadir","Mogadishu","maize","2020-03-01","9822.82","11099.81","8545.83","7000","SOS"
"","Somalia","Banadir","Mogadishu","maize","2020-04-01","6050.42","6531.78","5569.06","7519.09","SOS"
"","Somalia","Banadir","Mogadishu","maize","2020-05-01","8044.41","8696.31","7392.5","8741.25","SOS"
"","Somalia","Banadir","Mogadishu","maize","2020-06-01","9596.12","9741.63","9450.61","9763.52","SOS"
"","Somalia","Banadir","Mogadishu","maize","2020-07-01","10390.94","11180.58","9601.3","9950","SOS"
"","Somalia","Banadir","Mogadishu","maize","2020-08-01","10055.64","11085.95","9025.33","12000","SOS"
"","Somalia","Banadir","Mogadishu","maize","2020-09-01","13517.21","14257.12","12777.3","11475","SOS"
"","Somalia","Banadir","Mogadishu","maize","2020-10-01","11104.55","11596.33","10612.78","8325","SOS"
"","Somalia","Banadir","Mogadishu","maize","2020-11-01","7140.91","7872.83","6408.99","9300","SOS"
"","Somalia","Banadir","Mogadishu","maize","2020-12-01","10201.01","11399.96","9002.06","9950","SOS"
"","Somalia","Banadir","Mogadishu","maize","2021-01-01","10359.22","11033.06","9685.37","10452.1","SOS"
"","Somalia","Banadir","Mogadishu","maize","2021-02-01","10794.49","11408.68","10180.3","11239.85","SOS"
"","Somalia","Banadir","Mogadishu","maize","2021-03-01","11788.43","12832.1","10744.76","11350.21","SOS"
"","Somalia","Banadir","Mogadishu","maize","2021-04-01","11445.98","12715.7","10176.26","11879.45","SOS"
"","Somalia","Banadir","Mogadishu","maize","2021-05-01","12299.38","13775.85","10822.92","12140.07","SOS"
"","Somalia","Banadir","Mogadishu","maize","2021-06-01","12358.66","13987.95","10729.38","12556.27","SOS"
"","Somalia","Banadir","Mogadishu","maize","2021-07-01","12897.53","14668.54","11126.51","12404.8","SOS"
"","Somalia","Banadir","Mogadishu","maize","2021-08-01","12380.98","14176.19","10585.78","12519.74","SOS"
"","Somalia","Banadir","Mogadishu","maize","2021-09-01","12710.9","14572.98","10848.82","12138.9","SOS"
"","Somalia","Banadir","Mogadishu","maize","2021-10-01","12015.35","13832.46","10198.25","12694.56","SOS"
"","Somalia","Banadir","Mogadishu","maize","2021-11-01","13180.33","15076.78","11283.87","12809.71","SOS"
"","Somalia","Banadir","Mogadishu","maize","2021-12-01","12943.46","14879.61","11007.31","13603.6","SOS"
"","Somalia","Banadir","Mogadishu","maize","2022-01-01","14207.75","16254.54","12160.95","13449.11","SOS"
"","Somalia","Banadir","Mogadishu","maize","2022-02-01","13400.08","15408.54","11391.62","13627.28","SOS"
"","Somalia","Banadir","Mogadishu","maize","2022-03-01","13866.68","15922.39","11810.97","13804.02","SOS"
"","Somalia","Banadir","Mogadishu","maize","2022-04-01","14016.15","16110.91","11921.39","13872.38","SOS"
"","Somalia","Banadir","Mogadishu","maize","2022-05-01","14017.41","16125.37","11909.45","14219.66","SOS"
"","Somalia","Banadir","Mogadishu","maize","2022-06-01","14549.76","16706.47","12393.05","14897.47","SOS"
"","Somalia","Banadir","Mogadishu","maize","2022-07-01","15416.58","17662.79","13170.36","14925.85","SOS"
"","Somalia","Banadir","Mogadishu","maize","2022-08-01","15011.44","17240.58","12782.3","15020.71","SOS"
"","Somalia","Banadir","Mogadishu","milk","2017-01-01","25913.22","26684.9","25141.54","28267.89","SOS"
"","Somalia","Banadir","Mogadishu","milk","2017-02-01","29326.63","30169.79","28483.46","27987.27","SOS"
"","Somalia","Banadir","Mogadishu","milk","2017-03-01","27356.31","27935.56","26777.07","28417.14","SOS"
"","Somalia","Banadir","Mogadishu","milk","2017-04-01","29136.01","29385.12","28886.89","29202.35","SOS"
"","Somalia","Banadir","Mogadishu","milk","2017-05-01","29079.37","29912.32","28246.41","30263.05","SOS"
"","Somalia","Banadir","Mogadishu","milk","2017-06-01","30906.22","31803.22","30009.22","31751.82","SOS"
"","Somalia","Banadir","Mogadishu","milk","2017-07-01","31975.2","33068.96","30881.44","32121.73","SOS"
"","Somalia","Banadir","Mogadishu","milk","2017-08-01","32282.47","33574.86","30990.08","30772.9","SOS"
"","Somalia","Banadir","Mogadishu","milk","2017-09-01","30333.83","31454.11","29213.54","28416.06","SOS"
"","Somalia","Banadir","Mogadishu","milk","2017-10-01","28041.55","28784.74","27298.36","27215.92","SOS"
"","Somalia","Banadir","Mogadishu","milk","2017-11-01","27113.49","28010.17","26216.81","27349.16","SOS"
"","Somalia","Banadir","Mogadishu","milk","2017-12-01","27540.96","28618.61","26463.31","26389.77","SOS"
"","Somalia","Banadir","Mogadishu","milk","2018-01-01","26045.67","27034.71","25056.62","27409.49","SOS"
"","Somalia","Banadir","Mogadishu","milk","2018-02-01","28129.37","29025.4","27233.34","27042.99","SOS"
"","Somalia","Banadir","Mogadishu","milk","2018-03-01","26560.16","27474.62","25645.7","27453.81","SOS"
"","Somalia","Banadir","Mogadishu","milk","2018-04-01","28052.07","29048.01","27056.14","28747.19","SOS"
"","Somalia","Banadir","Mogadishu","milk","2018-05-01","28901.42","30034.17","27768.67","31873.43","SOS"
"","Somalia","Banadir","Mogadishu","milk","2018-06-01","33145.73","34115.47","32176","31291.35","SOS"
"","Somalia","Banadir","Mogadishu","milk","2018-07-01","30449.27","31283.1","29615.44","30819.96","SOS"
"","Somalia","Banadir","Mogadishu","milk","2018-08-01","31323.02","31829.75","30816.3","28515.81","SOS"
"","Somalia","Banadir","Mogadishu","milk","2018-09-01","27529.32","28567.07","26491.56","26866.72","SOS"
"","Somalia","Banadir","Mogadishu","milk","2018-10-01","27055.16","27483.47","26626.85","26702.27","SOS"
"","Somalia","Banadir","Mogadishu","milk","2018-11-01","26530.13","27152.68","25907.58","27920.41","SOS"
"","Somalia","Banadir","Mogadishu","milk","2018-12-01","28617.86","29178.43","28057.3","27320.97","SOS"
"","Somalia","Banadir","Mogadishu","milk","2019-01-01","26779.48","27384.3","26174.66","27356.72","SOS"
"","Somalia","Banadir","Mogadishu","milk","2019-02-01","27834.69","28713.22","26956.16","28116.09","SOS"
"","Somalia","Banadir","Mogadishu","milk","2019-03-01","28140.91","29230.05","27051.78","28686.76","SOS"
"","Somalia","Banadir","Mogadishu","milk","2019-04-01","29026.66","30230.85","27822.46","29481.05","SOS"
"","Somalia","Banadir","Mogadishu","milk","2019-05-01","29644.57","30960.79","28328.35","29770.75","SOS"
"","Somalia","Banadir","Mogadishu","milk","2019-06-01","29901.26","31306.36","28496.16","29533.88","SOS"
"","Somalia","Banadir","Mogadishu","milk","2019-07-01","29450.16","30884.62","28015.7","28808.73","SOS"
"","Somalia","Banadir","Mogadishu","milk","2019-08-01","28709.6","30111.27","27307.92","29167.5","SOS"
"","Somalia","Banadir","Mogadishu","milk","2019-09-01","29456.72","30896.13","28017.31","27651.49","SOS"
"","Somalia","Banadir","Mogadishu","milk","2019-10-01","27084.07","28153.51","26014.63","28870.32","SOS"
"","Somalia","Banadir","Mogadishu","milk","2019-11-01","29825.89","30622.95","29028.82","29478.86","SOS"
"","Somalia","Banadir","Mogadishu","milk","2019-12-01","29176.49","30257.26","28095.72","28544.99","SOS"
"","Somalia","Banadir","Mogadishu","milk","2020-01-01","28576.35","29724.46","27428.25","28935.27","SOS"
"","Somalia","Banadir","Mogadishu","milk","2020-02-01","29121.87","30376.9","27866.85","28990.73","SOS"
"","Somalia","Banadir","Mogadishu","milk","2020-03-01","29006.72","30334.79","27678.64","26731.25","SOS"
"","Somalia","Banadir","Mogadishu","milk","2020-04-01","26104.34","26738.38","25470.31","28150.6","SOS"
"","Somalia","Banadir","Mogadishu","milk","2020-05-01","29211.77","29767.62","28655.93","29035.73","SOS"
"","Somalia","Banadir","Mogadishu","milk","2020-06-01","28767.32","29434.08","28100.55","29897.59","SOS"
"","Somalia","Banadir","Mogadishu","milk","2020-07-01","30565.96","31358.14","29773.79","30062.87","SOS"
"","Somalia","Banadir","Mogadishu","milk","2020-08-01","29766.62","30791.69","28741.56","32189.92","SOS"
"","Somalia","Banadir","Mogadishu","milk","2020-09-01","33369.25","33854","32884.49","31709.14","SOS"
"","Somalia","Banadir","Mogadishu","milk","2020-10-01","30922","31236.9","30607.09","27194.61","SOS"
"","Somalia","Banadir","Mogadishu","milk","2020-11-01","26556.37","27906.88","25205.86","27176.12","SOS"
"","Somalia","Banadir","Mogadishu","milk","2020-12-01","27569.43","28452.72","26686.14","28520.72","SOS"
"","Somalia","Banadir","Mogadishu","milk","2021-01-01","28849.54","29384.27","28314.82","29476.57","SOS"
"","Somalia","Banadir","Mogadishu","milk","2021-02-01","29760.48","30306.97","29213.99","29633.41","SOS"
"","Somalia","Banadir","Mogadishu","milk","2021-03-01","29620.6","30543.45","28697.76","30330.58","SOS"
"","Somalia","Banadir","Mogadishu","milk","2021-04-01","30710.72","31793.13","29628.31","31854.36","SOS"
"","Somalia","Banadir","Mogadishu","milk","2021-05-01","32287.59","33426.61","31148.57","31501.14","SOS"
"","Somalia","Banadir","Mogadishu","milk","2021-06-01","31253.75","32485.3","30022.19","31642.68","SOS"
"","Somalia","Banadir","Mogadishu","milk","2021-07-01","31965.71","33320.95","30610.48","32033.12","SOS"
"","Somalia","Banadir","Mogadishu","milk","2021-08-01","32060.51","33525.88","30595.13","32105.71","SOS"
"","Somalia","Banadir","Mogadishu","milk","2021-09-01","32239.57","33772.23","30706.9","31358.16","SOS"
"","Somalia","Banadir","Mogadishu","milk","2021-10-01","31116.26","32589.47","29643.05","31223.62","SOS"
"","Somalia","Banadir","Mogadishu","milk","2021-11-01","31416.63","32935.85","29897.42","31322.73","SOS"
"","Somalia","Banadir","Mogadishu","milk","2021-12-01","31314.19","32871.86","29756.51","30538.77","SOS"
"","Somalia","Banadir","Mogadishu","milk","2022-01-01","30395.83","31884.53","28907.12","31344.47","SOS"
"","Somalia","Banadir","Mogadishu","milk","2022-02-01","31842.86","33316.62","30369.1","31109.6","SOS"
"","Somalia","Banadir","Mogadishu","milk","2022-03-01","30823.8","32284.3","29363.3","31801.92","SOS"
"","Somalia","Banadir","Mogadishu","milk","2022-04-01","32377.83","33822.84","30932.82","33209.08","SOS"
"","Somalia","Banadir","Mogadishu","milk","2022-05-01","33455.86","34956.67","31955.04","32835.29","SOS"
"","Somalia","Banadir","Mogadishu","milk","2022-06-01","32714.06","34220.55","31207.58","33210.21","SOS"
"","Somalia","Banadir","Mogadishu","milk","2022-07-01","33535.26","35081.65","31988.87","33485.55","SOS"
"","Somalia","Banadir","Mogadishu","milk","2022-08-01","33489.72","35082.83","31896.61","32800.62","SOS"
"","Somalia","Banadir","Mogadishu","oil","2017-01-01","37723.68","38771.95","36675.4","36716.14","SOS"
"","Somalia","Banadir","Mogadishu","oil","2017-02-01","36594.73","37688.09","35501.37","35957.16","SOS"
"","Somalia","Banadir","Mogadishu","oil","2017-03-01","35952.88","37131.42","34774.34","36108.52","SOS"
"","Somalia","Banadir","Mogadishu","oil","2017-04-01","36376.7","37670.14","35083.25","36954.43","SOS"
"","Somalia","Banadir","Mogadishu","oil","2017-05-01","37381.14","38746.36","36015.92","36417.16","SOS"
"","Somalia","Banadir","Mogadishu","oil","2017-06-01","36313.98","37631.85","34996.1","37541.18","SOS"
"","Somalia","Banadir","Mogadishu","oil","2017-07-01","38168.31","39441.51","36895.11","36522.77","SOS"
"","Somalia","Banadir","Mogadishu","oil","2017-08-01","36159.05","37207.89","35110.21","38256.09","SOS"
"","Somalia","Banadir","Mogadishu","oil","2017-09-01","39184.72","39752.62","38616.81","36104.52","SOS"
"","Somalia","Banadir","Mogadishu","oil","2017-10-01","35260.49","36444.29","34076.69","35018.72","SOS"
"","Somalia","Banadir","Mogadishu","oil","2017-11-01","35129.23","35628.07","34630.4","32742.08","SOS"
"","Somalia","Banadir","Mogadishu","oil","2017-12-01","32064.14","33054.96","31073.31","32878.99","SOS"
"","Somalia","Banadir","Mogadishu","oil","2018-01-01","33322.31","33878.26","32766.36","33188.62","SOS"
"","Somalia","Banadir","Mogadishu","oil","2018-02-01","33351.21","33919.85","32782.56","33177.96","SOS"
"","Somalia","Banadir","Mogadishu","oil","2018-03-01","33347.51","34222.05","32472.97","32622.69","SOS"
"","Somalia","Banadir","Mogadishu","oil","2018-04-01","32594.4","33553.38","31635.42","33057.47","SOS"
"","Somalia","Banadir","Mogadishu","oil","2018-05-01","33402.57","34486.47","32318.68","33096.25","SOS"
"","Somalia","Banadir","Mogadishu","oil","2018-06-01","33213.27","34389.72","32036.81","32934.79","SOS"
"","Somalia","Banadir","Mogadishu","oil","2018-07-01","33077.2","34312.41","31841.99","31718.45","SOS"
"","Somalia","Banadir","Mogadishu","oil","2018-08-01","31406.64","32441.49","30371.8","29784.76","SOS"
"","Somalia","Banadir","Mogadishu","oil","2018-09-01","29315.63","30038.46","28592.79","28638.59","SOS"
"","Somalia","Banadir","Mogadishu","oil","2018-10-01","28505.64","29334.25","27677.03","28577.4","SOS"
"","Somalia","Banadir","Mogadishu","oil","2018-11-01","28778.27","29738.84","27817.71","30173.38","SOS"
"","Somalia","Banadir","Mogadishu","oil","2018-12-01","30869.47","31652.28","30086.67","31183.14","SOS"
"","Somalia","Banadir","Mogadishu","oil","2019-01-01","31500.03","32483.17","30516.89","29838.01","SOS"
"","Somalia","Banadir","Mogadishu","oil","2019-02-01","29422.21","30055.59","28788.83","30810.99","SOS"
"","Somalia","Banadir","Mogadishu","oil","2019-03-01","31433.07","31939.99","30926.16","31627.78","SOS"
"","Somalia","Banadir","Mogadishu","oil","2019-04-01","31898.7","32747.58","31049.82","32500.51","SOS"
"","Somalia","Banadir","Mogadishu","oil","2019-05-01","32915.02","33903.83","31926.21","33326.51","SOS"
"","Somalia","Banadir","Mogadishu","oil","2019-06-01","33680.63","34798.74","32562.51","34151.3","SOS"
"","Somalia","Banadir","Mogadishu","oil","2019-07-01","34530.01","35740.68","33319.34","33611.6","SOS"
"","Somalia","Banadir","Mogadishu","oil","2019-08-01","33502.41","34670.64","32334.18","33329.1","SOS"
"","Somalia","Banadir","Mogadishu","oil","2019-09-01","33494.54","34728.57","32260.51","34216.28","SOS"
"","Somalia","Banadir","Mogadishu","oil","2019-10-01","34671.75","35932.9","33410.6","33574.59","SOS"
"","Somalia","Banadir","Mogadishu","oil","2019-11-01","33392.88","34554.92","32230.85","34567.69","SOS"
"","Somalia","Banadir","Mogadishu","oil","2019-12-01","35151.39","36262.61","34040.18","35532.87","SOS"
"","Somalia","Banadir","Mogadishu","oil","2020-01-01","35894.09","37134.08","34654.11","33003.46","SOS"
"","Somalia","Banadir","Mogadishu","oil","2020-02-01","32192.31","32892.99","31491.64","34130.11","SOS"
"","Somalia","Banadir","Mogadishu","oil","2020-03-01","34945.68","35854.67","34036.68","33854.43","SOS"
"","Somalia","Banadir","Mogadishu","oil","2020-04-01","33676.76","34221.51","33132.01","35374.5","SOS"
"","Somalia","Banadir","Mogadishu","oil","2020-05-01","36163.62","36860","35467.24","36520.7","SOS"
"","Somalia","Banadir","Mogadishu","oil","2020-06-01","36885.73","37389.6","36381.86","36991.51","SOS"
"","Somalia","Banadir","Mogadishu","oil","2020-07-01","37260.77","38171.72","36349.82","36304.4","SOS"
"","Somalia","Banadir","Mogadishu","oil","2020-08-01","36195.26","37170.67","35219.86","36481.5","SOS"
"","Somalia","Banadir","Mogadishu","oil","2020-09-01","36786.03","37930.67","35641.39","36192.32","SOS"
"","Somalia","Banadir","Mogadishu","oil","2020-10-01","36254.41","37464.48","35044.35","33591.24","SOS"
"","Somalia","Banadir","Mogadishu","oil","2020-11-01","32831.28","33299.64","32362.91","35538.72","SOS"
"","Somalia","Banadir","Mogadishu","oil","2020-12-01","36653.5","37968.8","35338.2","37883.04","SOS"
"","Somalia","Banadir","Mogadishu","oil","2021-01-01","38618.83","39646","37591.67","35481.15","SOS"
"","Somalia","Banadir","Mogadishu","oil","2021-02-01","34617.95","36163.75","33072.14","36459.03","SOS"
"","Somalia","Banadir","Mogadishu","oil","2021-03-01","37249.3","38678.54","35820.06","36468.94","SOS"
"","Somalia","Banadir","Mogadishu","oil","2021-04-01","36436.43","37401.46","35471.4","37211.1","SOS"
"","Somalia","Banadir","Mogadishu","oil","2021-05-01","37692.68","38113.54","37271.81","37819.38","SOS"
"","Somalia","Banadir","Mogadishu","oil","2021-06-01","38099.25","38862.63","37335.87","37992.11","SOS"
"","Somalia","Banadir","Mogadishu","oil","2021-07-01","38200.52","39275.72","37125.31","37483.4","SOS"
"","Somalia","Banadir","Mogadishu","oil","2021-08-01","37505.97","38692.09","36319.86","37511.16","SOS"
"","Somalia","Banadir","Mogadishu","oil","2021-09-01","37754.74","39086.21","36423.26","38010.44","SOS"
"","Somalia","Banadir","Mogadishu","oil","2021-10-01","38330.72","39772.86","36888.58","37954.86","SOS"
"","Somalia","Banadir","Mogadishu","oil","2021-11-01","38094.51","39594.17","36594.86","39077.58","SOS"
"","Somalia","Banadir","Mogadishu","oil","2021-12-01","39654.1","41165.6","38142.59","41387.93","SOS"
"","Somalia","Banadir","Mogadishu","oil","2022-01-01","42302.01","43675.78","40928.24","38654.33","SOS"
"","Somalia","Banadir","Mogadishu","oil","2022-02-01","37641.17","38705.34","36577.01","39029.83","SOS"
"","Somalia","Banadir","Mogadishu","oil","2022-03-01","39685.62","40299.43","39071.82","39063.87","SOS"
"","Somalia","Banadir","Mogadishu","oil","2022-04-01","39110.6","39823.82","38397.38","39256.27","SOS"
"","Somalia","Banadir","Mogadishu","oil","2022-05-01","39551.2","40649.61","38452.79","39898.13","SOS"
"","Somalia","Banadir","Mogadishu","oil","2022-06-01","40261.14","41572.18","38950.1","40054.4","SOS"
"","Somalia","Banadir","Mogadishu","oil","2022-07-01","40243.83","41693.47","38794.2","40302.15","SOS"
"","Somalia","Banadir","Mogadishu","oil","2022-08-01","40574.59","42127.89","39021.28","39719.28","SOS"
"","Somalia","Banadir","Mogadishu","rice","2017-01-01","11908.19","12722.48","11093.9","12000","SOS"
"","Somalia","Banadir","Mogadishu","rice","2017-02-01","12103.52","12942.51","11264.52","12000","SOS"
"","Somalia","Banadir","Mogadishu","rice","2017-03-01","12044.54","12891.87","11197.21","12000","SOS"
"","Somalia","Banadir","Mogadishu","rice","2017-04-01","12055.06","12907.33","11202.79","12000","SOS"
"","Somalia","Banadir","Mogadishu","rice","2017-05-01","12051.68","12905.59","11197.77","12469.85","SOS"
"","Somalia","Banadir","Mogadishu","rice","2017-06-01","12663.93","13521.67","11806.19","12888.54","SOS"
"","Somalia","Banadir","Mogadishu","rice","2017-07-01","13017.41","13904.04","12130.77","12815.17","SOS"
"","Somalia","Banadir","Mogadishu","rice","2017-08-01","12824.64","13705.75","11943.53","13089.14","SOS"
"","Somalia","Banadir","Mogadishu","rice","2017-09-01","13242.9","14135.63","12350.18","10750","SOS"
"","Somalia","Banadir","Mogadishu","rice","2017-10-01","10318.51","11098.4","9538.63","10400","SOS"
"","Somalia","Banadir","Mogadishu","rice","2017-11-01","10493.42","10962.83","10024.01","11000","SOS"
"","Somalia","Banadir","Mogadishu","rice","2017-12-01","11217.95","11516.31","10919.58","11865.92","SOS"
"","Somalia","Banadir","Mogadishu","rice","2018-01-01","12111.77","12272.05","11951.5","12800","SOS"
"","Somalia","Banadir","Mogadishu","rice","2018-02-01","13051.28","13252.76","12849.8","12393.55","SOS"
"","Somalia","Banadir","Mogadishu","rice","2018-03-01","12299.94","12643.65","11956.22","12000","SOS"
"","Somalia","Banadir","Mogadishu","rice","2018-04-01","12008.08","12505.42","11510.74","12245.73","SOS"
"","Somalia","Banadir","Mogadishu","rice","2018-05-01","12392.83","12998.44","11787.21","12397.88","SOS"
"","Somalia","Banadir","Mogadishu","rice","2018-06-01","12467.1","13156.2","11778","12485.47","SOS"
"","Somalia","Banadir","Mogadishu","rice","2018-07-01","12558.99","13304.46","11813.52","12600","SOS"
"","Somalia","Banadir","Mogadishu","rice","2018-08-01","12679.93","13468.8","11891.07","11750","SOS"
"","Somalia","Banadir","Mogadishu","rice","2018-09-01","11613.32","12223.26","11003.39","10500","SOS"
"","Somalia","Banadir","Mogadishu","rice","2018-10-01","10368.24","10686.18","10050.3","10600","SOS"
"","Somalia","Banadir","Mogadishu","rice","2018-11-01","10758.28","11235.38","10281.17","11750","SOS"
"","Somalia","Banadir","Mogadishu","rice","2018-12-01","12102.1","12352.62","11851.58","12182.8","SOS"
"","Somalia","Banadir","Mogadishu","rice","2019-01-01","12269.57","12784.77","11754.37","12195.16","SOS"
"","Somalia","Banadir","Mogadishu","rice","2019-02-01","12238.88","12867.78","11609.97","12346.1","SOS"
"","Somalia","Banadir","Mogadishu","rice","2019-03-01","12446.49","13150.96","11742.01","12532.85","SOS"
"","Somalia","Banadir","Mogadishu","rice","2019-04-01","12623.95","13385.94","11861.96","12446.85","SOS"
"","Somalia","Banadir","Mogadishu","rice","2019-05-01","12459.09","13244.27","11673.91","12566.04","SOS"
